

Time: 0.0
Temperature: 364.2036960368244

Time: 1e-10
Temperature: 364.2036960368244

Time: 0.0
Temperature: 364.2036960368244

Time: 1e-10
Temperature: 364.20369603682445

Time: 0.0
Temperature: 364.2036960368244

Time: 1e-10
Temperature: 364.20369603682445

Time: 0.0
Temperature: 364.2036960368244

Time: 1e-10
Temperature: 364.20369603682445

Time: 2e-10
Temperature: 364.20369603682445

Time: 3e-10
Temperature: 364.2036960368245

Time: 4e-10
Temperature: 364.20369603682457

Time: 5e-10
Temperature: 364.20369603682457

Time: 6e-10
Temperature: 364.20369603682457

Time: 7e-10
Temperature: 364.2036960368245

Time: 8e-10
Temperature: 364.2036960368245

Time: 9e-10
Temperature: 364.20369603682457

Time: 0.0
Temperature: 45.208061232121295

Time: 1e-10
Temperature: 45.208061232121295

Time: 2e-10
Temperature: 45.208061232121295

Time: 3e-10
Temperature: 45.208061232121295

Time: 4e-10
Temperature: 45.208061232121295

Time: 0.0
Temperature: 45.208061232121295

Time: 1e-10
Temperature: 45.208061232121295

Time: 2e-10
Temperature: 45.208061232121295

Time: 3e-10
Temperature: 45.208061232121295

Time: 4e-10
Temperature: 45.208061232121295

Time: 5e-10
Temperature: 45.208061232121295

Time: 6e-10
Temperature: 45.208061232121295

Time: 7e-10
Temperature: 45.208061232121295

Time: 8e-10
Temperature: 45.208061232121295

Time: 9e-10
Temperature: 45.208061232121295

Time: 1e-09
Temperature: 45.208061232121295

Time: 1.1e-09
Temperature: 45.208061232121295

Time: 1.2e-09
Temperature: 45.208061232121295

Time: 1.3e-09
Temperature: 45.208061232121295

Time: 1.4e-09
Temperature: 45.208061232121295

Time: 1.5e-09
Temperature: 45.208061232121295

Time: 1.6e-09
Temperature: 45.208061232121295

Time: 1.7e-09
Temperature: 45.208061232121295

Time: 1.8e-09
Temperature: 45.208061232121295

Time: 1.9e-09
Temperature: 45.208061232121295

Time: 2e-09
Temperature: 45.208061232121295

Time: 2.1e-09
Temperature: 45.208061232121295

Time: 2.2e-09
Temperature: 45.208061232121295

Time: 2.3e-09
Temperature: 45.208061232121295

Time: 2.4e-09
Temperature: 45.208061232121295

Time: 2.5e-09
Temperature: 45.208061232121295

Time: 2.6e-09
Temperature: 45.208061232121295

Time: 2.7e-09
Temperature: 45.208061232121295

Time: 2.8e-09
Temperature: 45.208061232121295

Time: 2.9e-09
Temperature: 45.208061232121295

Time: 3e-09
Temperature: 45.208061232121295

Time: 3.1e-09
Temperature: 45.208061232121295

Time: 3.2e-09
